filename,company
cargill_logo.png,Cargill
carlsberg_logo.png,Carlsberg
cartier_logo.png,Cartier
cbs_logo.png,Cbs
century-21_logo.png,Century 21
champion_logo.png,Champion
chanel_logo.png,Chanel
chase_logo.png,Chase
cheetos_logo.png,Cheetos
chevrolet_logo.png,Chevrolet
chevron_logo.png,Chevron
chewy_logo.png,Chewy
chicago-bears_logo.png,Chicago Bears
chicago-cubs_logo.png,Chicago Cubs
chick-fil-a_logo.png,Chick Fil A
chipotle_logo.png,Chipotle
chloe_logo.png,Chloe
chrome_logo.png,Chrome
chrysler_logo.png,Chrysler
cisco_logo.png,Cisco
citroen_logo.png,Citroen
clifford-chance_logo.png,Clifford Chance
cnn_logo.png,Cnn
coach_logo.png,Coach
coca-cola_logo.png,Coca Cola
cognizant_logo.png,Cognizant
coldplay_logo.png,Coldplay
coldwell-banker_logo.png,Coldwell Banker
comcast_logo.png,Comcast
comfort-inn_logo.png,Comfort Inn
daewoo_logo.png,Daewoo
dasani_logo.png,Dasani
datsun_logo.png,Datsun
dc_logo.png,Dc
deathwish_logo.png,Deathwish
dell_logo.png,Dell
deloitte_logo.png,Deloitte
delorean_logo.png,Delorean
detroit-tigers_logo.png,Detroit Tigers
deutsche-bank_logo.png,Deutsche Bank
dgk_logo.png,Dgk
diadora_logo.png,Diadora
didi_logo.png,Didi
dior_logo.png,Dior
directv_logo.png,Directv
discover_logo.png,Discover
dish-network_logo.png,Dish Network
disney-channel_logo.png,Disney Channel
disney-world_logo.png,Disney World
disney_logo.png,Disney
disneyland_logo.png,Disneyland
disturbed_logo.png,Disturbed
dodge_logo.png,Dodge
dole-food-company_logo.png,Dole Food Company
domini_logo.png,Domini
dope_logo.png,Dope
doritos_logo.png,Doritos
dreamworks_logo.png,Dreamworks
duckduckgo_logo.png,Duckduckgo
dunkin-donuts_logo.png,Dunkin Donuts
ea_logo.png,Ea
eagles_logo.png,Eagles
edX_logo.png,Edx
electrolux_logo.png,Electrolux
element_logo.png,Element
endesa_logo.png,Endesa
epson_logo.png,Epson
equal-housing-opportunity_logo.png,Equal Housing Opportunity
erm_logo.png,Erm
espn_logo.png,Espn
etsy_logo.png,Etsy
everlast_logo.png,Everlast
expedia_logo.png,Expedia
experian_logo.png,Experian
exxon-mobil_logo.png,Exxon Mobil
facebook_logo.png,Facebook
fandango_logo.png,Fandango
fanta_logo.png,Fanta
farm-sanctuary_logo.png,Farm Sanctuary
fedex-office_logo.png,Fedex Office
fedex_logo.png,Fedex
ferrari_logo.png,Ferrari
ffc_logo.png,Ffc
fiat_logo.png,Fiat
fila_logo.png,Fila
finnair_logo.png,Finnair
firefox_logo.png,Firefox
fiskars_logo.png,Fiskars
fisker_logo.png,Fisker
fitbit_logo.png,Fitbit
flickr_logo.png,Flickr
florida-state-university_logo.png,Florida State University
ford_logo.png,Ford
fortnite_logo.png,Fortnite
foursquare_logo.png,Foursquare
free-fire_logo.png,Free Fire
fresenius_logo.png,Fresenius
freshfields-bruckhaus-deringer_logo.png,Freshfields Bruckhaus Deringer
frigidaire_logo.png,Frigidaire
frozen_logo.png,Frozen
gap_logo.png,Gap
gatorade_logo.png,Gatorade
geico_logo.png,Geico
general-electric_logo.png,General Electric
general-motors_logo.png,General Motors
genesis_logo.png,Genesis
github_logo.png,Github
givenchy_logo.png,Givenchy
gm_logo.png,Gm
gmail_logo.png,Gmail
gmc_logo.png,Gmc
gnc_logo.png,Gnc
godsmack_logo.png,Godsmack
goldman-sachs_logo.png,Goldman Sachs
goodman_logo.png,Goodman
google-business_logo.png,Google Business
google-maps-app_logo.png,Google Maps App
google-play_logo.png,Google Play
google_logo.png,Google
goyard_logo.png,Goyard
grab_logo.png,Grab
green-giant_logo.png,Green Giant
groupon_logo.png,Groupon
gucci_logo.png,Gucci
guess_logo.png,Guess
guinness_logo.png,Guinness
guns-n-roses_logo.png,Guns N Roses
haier_logo.png,Haier
hampton-inn_logo.png,Hampton Inn
harp-beer_logo.png,Harp Beer
harvard_logo.png,Harvard
hawaiian-airlines_logo.png,Hawaiian Airlines
hbo_logo.png,Hbo
healthgrades_logo.png,Healthgrades
heinz_logo.png,Heinz
hermes_logo.png,Hermes
hershey_logo.png,Hershey
highsnobiety_logo.png,Highsnobiety
hino_logo.png,Hino
hitachi_logo.png,Hitachi
hm_logo.png,Hm
hollister_logo.png,Hollister
home-depot_logo.png,Home Depot
honda_logo.png,Honda
honeywell_logo.png,Honeywell
hope-for-paws_logo.png,Hope For Paws
horizon-organic_logo.png,Horizon Organic
hotmail_logo.png,Hotmail
houston-rockets_logo.png,Houston Rockets
houzz_logo.png,Houzz
hp_logo.png,Hp
hsbc_logo.png,Hsbc
htc_logo.png,Htc
huawei_logo.png,Huawei
huf_logo.png,Huf
hulu_logo.png,Hulu
hummer_logo.png,Hummer
hyperbeast_logo.png,Hyperbeast
hyundai_logo.png,Hyundai
häagen-dazs_logo.png,Häagen Dazs
iberia_logo.png,Iberia
ibm_logo.png,Ibm
ihop_logo.png,Ihop
ikea_logo.png,Ikea
in-n-out-burger_logo.png,In N Out Burger
indeed_logo.png,Indeed
instagram_logo.png,Instagram
intel_logo.png,Intel
internet-explorer_logo.png,Internet Explorer
ios_logo.png,Ios
iqiyi_logo.png,Iqiyi
isuzu_logo.png,Isuzu
itunes_logo.png,Itunes
iveco_logo.png,Iveco
jaguar_logo.png,Jaguar
jcpenney_logo.png,Jcpenney
jeep_logo.png,Jeep
jenn-air_logo.png,Jenn Air
kaiser-permanente_logo.png,Kaiser Permanente
kangol_logo.png,Kangol
kansas-city-chiefs_logo.png,Kansas City Chiefs
kaspersky_logo.png,Kaspersky
kawasaki_logo.png,Kawasaki
keller-williams_logo.png,Keller Williams
kelloggs_logo.png,Kelloggs
kenmore_logo.png,Kenmore
kenzo_logo.png,Kenzo
kfc_logo.png,Kfc
kia_logo.png,Kia
kirkland-ellis_logo.png,Kirkland Ellis
kiss_logo.png,Kiss
kit-kat_logo.png,Kit Kat
kitchenaid_logo.png,Kitchenaid
kith_logo.png,Kith
kmart_logo.png,Kmart
knorr_logo.png,Knorr
kobelco_logo.png,Kobelco
kodak_logo.png,Kodak
kpmg_logo.png,Kpmg
kr3w_logo.png,Kr3w
kraft_logo.png,Kraft
kroger_logo.png,Kroger
ktm_logo.png,Ktm
kyocera_logo.png,Kyocera
la-quinta_logo.png,La Quinta
lacoste_logo.png,Lacoste
lamborghini_logo.png,Lamborghini
las-vegas_logo.png,Las Vegas
latham-watkins_logo.png,Latham Watkins
lays_logo.png,Lays
lebron-james_logo.png,Lebron James
lego_logo.png,Lego
lenovo_logo.png,Lenovo
lexmark_logo.png,Lexmark
lexus_logo.png,Lexus
lg_logo.png,Lg
lincoln_logo.png,Lincoln
linkedin_logo.png,Linkedin
linklaters_logo.png,Linklaters
linux_logo.png,Linux
los-angeles-dodgers_logo.png,Los Angeles Dodgers
los-angeles-lakers_logo.png,Los Angeles Lakers
louis-vuitton_logo.png,Louis Vuitton
lowes_logo.png,Lowes
lrg_logo.png,Lrg
lufthansa_logo.png,Lufthansa
lukoil_logo.png,Lukoil
lyft_logo.png,Lyft
macys_logo.png,Macys
magnum_logo.png,Magnum
manchester-united_logo.png,Manchester United
maroon-5_logo.png,Maroon 5
maruchan_logo.png,Maruchan
marvel_logo.png,Marvel
maserati_logo.png,Maserati
mastercard_logo.png,Mastercard
maybach_logo.png,Maybach
maytag_logo.png,Maytag
mazda_logo.png,Mazda
mcdonalds_logo.png,Mcdonalds
mclaren_logo.png,Mclaren
medtronic_logo.png,Medtronic
megadeth_logo.png,Megadeth
meijer_logo.png,Meijer
mercedes-benz_logo.png,Mercedes Benz
merck_logo.png,Merck
mercury_logo.png,Mercury
messenger_logo.png,Messenger
metallica_logo.png,Metallica
metro-exodus_logo.png,Metro Exodus
mgm-grand_logo.png,Mgm Grand
mickey-mouse_logo.png,Mickey Mouse
micron_logo.png,Micron
microsoft_logo.png,Microsoft
milka_logo.png,Milka
minecraft_logo.png,Minecraft
mini_logo.png,Mini
mirinda_logo.png,Mirinda
mit_logo.png,Mit
mitsubishi_logo.png,Mitsubishi
mk_logo.png,Mk
mlb_logo.png,Mlb
mls_logo.png,Mls
nasa_logo.png,Nasa
nba_logo.png,Nba
neff_logo.png,Neff
nescafé_logo.png,Nescafé
nesquik_logo.png,Nesquik
nestle-purina_logo.png,Nestle Purina
netflix_logo.png,Netflix
netscape_logo.png,Netscape
neuralink_logo.png,Neuralink
new-balance_logo.png,New Balance
new-england-patriots_logo.png,New England Patriots
new-york-mets_logo.png,New York Mets
new-york-yankees_logo.png,New York Yankees
newegg_logo.png,Newegg
nfl_logo.png,Nfl
nissan_logo.png,Nissan
nokia_logo.png,Nokia
nordstrom_logo.png,Nordstrom
novartis_logo.png,Novartis
nutella_logo.png,Nutella
nvidia_logo.png,Nvidia
old-navy_logo.png,Old Navy
oldsmobile_logo.png,Oldsmobile
opel_logo.png,Opel
openai_logo.png,Openai
openstack_logo.png,Openstack
opentable_logo.png,Opentable
opera_logo.png,Opera
oppo_logo.png,Oppo
oracle_logo.png,Oracle
oreo_logo.png,Oreo
organic-valley_logo.png,Organic Valley
ormat_logo.png,Ormat
oscar-mayer_logo.png,Oscar Mayer
outlook_logo.png,Outlook
p_g_logo.png,P G
paccar_logo.png,Paccar
pagani_logo.png,Pagani
panasonic_logo.png,Panasonic
panera_logo.png,Panera
pantera_logo.png,Pantera
paramount_logo.png,Paramount
paypal_logo.png,Paypal
peloton_logo.png,Peloton
pepsi_logo.png,Pepsi
petco_logo.png,Petco
petrochina_logo.png,Petrochina
petsmart_logo.png,Petsmart
peugeot_logo.png,Peugeot
pfizer_logo.png,Pfizer
philadelphia-76ers_logo.png,Philadelphia 76ers
philips-healthcare_logo.png,Philips Healthcare
philips_logo.png,Philips
pink-floyd_logo.png,Pink Floyd
pinterest_logo.png,Pinterest
pixar_logo.png,Pixar
playstation_logo.png,Playstation
polo_logo.png,Polo
pontiac_logo.png,Pontiac
porsche_logo.png,Porsche
prada_logo.png,Prada
pringles_logo.png,Pringles
publix_logo.png,Publix
puma_logo.png,Puma
qatar-airways_logo.png,Qatar Airways
qualcomm_logo.png,Qualcomm
queen_logo.png,Queen
quiksilver_logo.png,Quiksilver
quizlet_logo.png,Quizlet
quora_logo.png,Quora
qzone_logo.png,Qzone
ram_logo.png,Ram
real-madrid_logo.png,Real Madrid
realtor_logo.png,Realtor
redbox_logo.png,Redbox
redfin_logo.png,Redfin
redr_logo.png,Redr
reebok_logo.png,Reebok
rei_logo.png,Rei
reliance-industries_logo.png,Reliance Industries
renault_logo.png,Renault
repsol_logo.png,Repsol
resident-evil_logo.png,Resident Evil
rheem_logo.png,Rheem
ricoh_logo.png,Ricoh
roblox_logo.png,Roblox
rolex_logo.png,Rolex
rolling-stones_logo.png,Rolling Stones
rolls-royce_logo.png,Rolls Royce
rosneft-oil_logo.png,Rosneft Oil
rover_logo.png,Rover
ruf_logo.png,Ruf
rvca_logo.png,Rvca
rwe-ag_logo.png,Rwe Ag
saab_logo.png,Saab
safari_logo.png,Safari
safeway_logo.png,Safeway
salesforce_logo.png,Salesforce
samsung_logo.png,Samsung
san-diego-zoo_logo.png,San Diego Zoo
san-francisco-giants_logo.png,San Francisco Giants
sanofi_logo.png,Sanofi
sap_logo.png,Sap
sasa_logo.png,Sasa
saturn_logo.png,Saturn
schlumberger_logo.png,Schlumberger
scion_logo.png,Scion
seagate_logo.png,Seagate
sears_logo.png,Sears
sharp_logo.png,Sharp
shell_logo.png,Shell
shopify_logo.png,Shopify
showtime_logo.png,Showtime
simplot_logo.png,Simplot
singapore-airlines_logo.png,Singapore Airlines
sinopec_logo.png,Sinopec
skadden_logo.png,Skadden
skechers_logo.png,Skechers
skittles_logo.png,Skittles
skoda_logo.png,Skoda
skype_logo.png,Skype
slack_logo.png,Slack
solarcity_logo.png,Solarcity
sony_logo.png,Sony
soundcloud_logo.png,Soundcloud
spacex_logo.png,Spacex
sports-authority_logo.png,Sports Authority
spotify_logo.png,Spotify
sprint_logo.png,Sprint
sprite_logo.png,Sprite
taco-bell_logo.png,Taco Bell
tangled_logo.png,Tangled
taobao_logo.png,Taobao
target_logo.png,Target
tchibo_logo.png,Tchibo
teennick_logo.png,Teennick
telstra_logo.png,Telstra
tencent_logo.png,Tencent
tesla_logo.png,Tesla
the-walt-disney-company_logo.png,The Walt Disney Company
the-washington-post_logo.png,The Washington Post
thrasher_logo.png,Thrasher
tiffany_logo.png,Tiffany
tiktok_logo.png,Tiktok
time-warner_logo.png,Time Warner
tinder_logo.png,Tinder
toblerone_logo.png,Toblerone
tommy-hilfiger_logo.png,Tommy Hilfiger
toronto-zoo_logo.png,Toronto Zoo
toshiba_logo.png,Toshiba
tostitos_logo.png,Tostitos
toyota_logo.png,Toyota
toys-r-us_logo.png,Toys R Us
tripadvisor_logo.png,Tripadvisor
trulia_logo.png,Trulia
ttx_logo.png,Ttx
tumblr_logo.png,Tumblr
tvr_logo.png,Tvr
twitch_logo.png,Twitch
twitter_logo.png,Twitter
uaw_logo.png,Uaw
uber_logo.png,Uber
ubuntu_logo.png,Ubuntu
ugg_logo.png,Ugg
umbro_logo.png,Umbro
under-armour_logo.png,Under Armour
undercover_logo.png,Undercover
unicef_logo.png,Unicef
unilever_logo.png,Unilever
uniqlo_logo.png,Uniqlo
united-nations_logo.png,United Nations
united-states-environmental-protection-agency_logo.png,United States Environmental Protection Agency
united-technologies_logo.png,United Technologies
universal_logo.png,Universal
ups_logo.png,Ups
usps_logo.png,Usps
valentino_logo.png,Valentino
vans_logo.png,Vans
venmo_logo.png,Venmo
verisign_logo.png,Verisign
verizon_logo.png,Verizon
versace_logo.png,Versace
viacom_logo.png,Viacom
viber_logo.png,Viber
victoria-secret-pink_logo.png,Victoria Secret Pink
vimeo_logo.png,Vimeo
vine_logo.png,Vine
vineyard-vines_logo.png,Vineyard Vines
visa_logo.png,Visa
vizio_logo.png,Vizio
volcom_logo.png,Volcom
volkswagen_logo.png,Volkswagen
volvo_logo.png,Volvo
vons_logo.png,Vons
walgreens_logo.png,Walgreens
wayfair_logo.png,Wayfair
waymo_logo.png,Waymo
wells-fargo_logo.png,Wells Fargo
wendys_logo.png,Wendys
west-virginia-university_logo.png,West Virginia University
westinghouse_logo.png,Westinghouse
whatsapp_logo.png,Whatsapp
whirlpool_logo.png,Whirlpool
whole-foods_logo.png,Whole Foods
wifi_logo.png,Wifi
windows-7_logo.png,Windows 7
windows-vista_logo.png,Windows Vista
windows-xp_logo.png,Windows Xp
wish_logo.png,Wish
wordpress_logo.png,Wordpress
wwf_logo.png,Wwf
xbox_logo.png,Xbox
xeon_logo.png,Xeon
xerox_logo.png,Xerox
yale_logo.png,Yale
yamaha_logo.png,Yamaha
yeezy_logo.png,Yeezy
yelp_logo.png,Yelp
youtube_logo.png,Youtube
zara_logo.png,Zara
zelle_logo.png,Zelle
zillow_logo.png,Zillow
zumiez_logo.png,Zumiez
zynga_logo.png,Zynga
